predict,target
0.0019994601607322693,0.11060833185911179
0.0035097734071314335,0.1467357575893402
0.004505143500864506,0.09274792671203613
0.00460097286850214,0.11263814568519592
0.003821616992354393,0.13496413826942444
0.0013355440460145473,0.18164528906345367
0.0023722066543996334,0.1950407475233078
0.0031147971749305725,0.15201294422149658
0.0035078064538538456,0.15566594898700714
0.0032821958884596825,0.0740755945444107
0.001782077830284834,0.045254532247781754
0.0030123391188681126,0.10654935240745544
0.0035132719203829765,0.1544487029314041
0.0038247969932854176,0.10289633274078369
0.003752786200493574,0.1260339319705963
0.0028292653150856495,0.17230944335460663
0.0049143158830702305,0.17718002200126648
0.0063375672325491905,0.03916606307029724
0.007269364316016436,-0.036742109805345535
0.007712457794696093,-0.08829384297132492
0.004775339271873236,-0.3586392402648926
0.008019313216209412,-0.36959925293922424
0.009771735407412052,-0.11264964193105698
0.010797416791319847,-0.1690729260444641
0.011472314596176147,0.08787702023983002
0.006940659135580063,-0.02862318977713585
0.010099543258547783,-0.027405304834246635
0.011361414566636086,-0.2547228932380676
0.01302670780569315,-0.07246292382478714
0.013442262075841427,-0.4361712634563446
0.007079658098518848,-0.8319470882415771
0.010011931881308556,-0.3355019688606262
0.01139584369957447,-0.5616013407707214
0.012651054188609123,-0.16623151302337646
0.012325987219810486,-0.19829994440078735
0.005991660058498383,-0.4670211970806122
0.009354744106531143,-0.8079975843429565
0.011144071817398071,-1.0
0.012399798259139061,-0.7739002704620361
0.012891641817986965,-0.8692920804023743
0.007229730021208525,-0.6070652604103088
0.01030395831912756,-0.49381211400032043
0.011897522024810314,-0.29775071144104004
0.012773621827363968,-0.5007128119468689
0.013020426966249943,-0.527910053730011
0.0075694359838962555,-0.3221065104007721
0.010569017380475998,-0.2945033311843872
0.012174388393759727,-0.18368658423423767
0.01313894335180521,-0.38827192783355713
0.013554179109632969,-0.2936917245388031
0.007451381999999285,-0.31155213713645935
0.010508785024285316,-0.259188175201416
0.012005633674561977,-0.05582072213292122
0.01252197939902544,-0.045266032218933105
0.013083403930068016,-0.03390005603432655
0.007554043550044298,0.09558998048305511
0.010553959757089615,-0.07043375819921494
0.011917498894035816,-0.10777873545885086
0.012934708967804909,-0.11914407461881638
0.013299106620252132,-0.08682139217853546
0.007584874518215656,-0.11215680092573166
0.010669955983757973,-0.16650459170341492
0.012006453238427639,-0.1893879473209381
0.01289407443255186,-0.18162420392036438
0.013399515300989151,-0.14934176206588745
0.007562251295894384,-0.19224852323532104
0.010581554844975471,-0.2351546436548233
0.012117795646190643,-0.22534766793251038
0.013073427602648735,-0.3442593812942505
0.013206581585109234,-0.3822620213031769
0.007510959170758724,-0.2277994155883789
0.010573690757155418,-0.2539518475532532
0.011994034983217716,-0.2850077748298645
0.0127246780321002,-0.3107510805130005
0.01323038898408413,-0.3152463734149933
0.007562251295894384,-0.2825557291507721
0.010652024298906326,-0.2171744555234909
0.012052256613969803,-0.3712288737297058
0.012854618951678276,-0.33690351247787476
0.013359571807086468,-0.4047362208366394
0.007544814608991146,-0.3646906614303589
0.010600879788398743,-0.3879828453063965
0.012067627161741257,-0.3119772672653198
0.012951590120792389,-0.22330445051193237
0.013257401064038277,-0.22902528941631317
0.007544814608991146,-0.17467717826366425
0.010593105107545853,-0.14157834649085999
0.012219109572470188,-0.12237228453159332
0.013014469295740128,-0.2237129658460617
0.01347136776894331,-0.13054487109184265
0.007079658098518848,-0.10112364590167999
0.010156946256756783,-0.13013635575771332
0.011667652055621147,-0.09376810491085052
0.01243453286588192,-0.21513155102729797
0.013207150623202324,-0.2412843108177185
0.007483235560357571,-0.19756051898002625
0.010543810203671455,-0.13871777057647705
0.012018829584121704,-0.14689034223556519
0.012794051319360733,-0.09172488003969193
0.013286463916301727,-0.10643628239631653
0.007483235560357571,-0.15424557030200958
0.010536382906138897,-0.15506292879581451
0.011994662694633007,-0.2085936814546585
0.012829884886741638,-0.14852504432201385
0.013201689347624779,-0.25722062587738037
0.007562251295894384,-0.1579228639602661
0.010604357346892357,-0.079874686896801
0.01214923057705164,-0.06312069296836853
0.012918585911393166,-0.026344245299696922
0.013432829640805721,0.004303164314478636
0.007554043550044298,0.028412703424692154
0.010599443688988686,0.055790700018405914
0.011970650404691696,0.03903702273964882
0.012923368252813816,0.09665391594171524
0.013344497419893742,0.10319210588932037
0.0075694359838962555,0.1456897109746933
0.010595925152301788,0.12158048897981644
0.012029544450342655,0.1322048008441925
0.012923873960971832,0.1677553802728653
0.01331310998648405,0.15181906521320343
0.007580745033919811,0.1448720246553421
0.010565593838691711,0.18859614431858063
0.012014581821858883,0.22194506227970123
0.012828267179429531,0.21372075378894806
0.013414494693279266,0.22852446138858795
0.007587989792227745,0.29267314076423645
0.010556617751717567,0.3103553354740143
0.011927769519388676,0.4382413327693939
0.012741302140057087,0.42590469121932983
0.013249656185507774,0.43289515376091003
0.007581487763673067,0.5356977581977844
0.010576814413070679,0.521306037902832
0.012001939117908478,0.49128785729408264
0.012868847697973251,0.5258294343948364
0.013400904834270477,0.5484457612037659
0.007562251295894384,0.5126700401306152
0.010630927979946136,0.6043707728385925
0.012137406505644321,0.6175289154052734
0.012940159067511559,0.5895664095878601
0.01335767563432455,0.6060150861740112
0.007534551899880171,0.6475471258163452
0.010577590204775333,0.6171181797981262
0.012012364342808723,0.6615287065505981
0.012833169661462307,0.685789942741394
0.013359667733311653,0.7297890782356262
0.007510959170758724,0.7524054050445557
0.010553209111094475,0.7248548865318298
0.012142354622483253,0.7174530625343323
0.012918047606945038,0.7404807806015015
0.013336756266653538,0.7223871946334839
0.007523269392549992,0.7162195444107056
0.010543225333094597,0.8120303750038147
0.011987964622676373,0.7195093631744385
0.013077211566269398,0.7071727514266968
0.013380336575210094,0.6241080164909363
0.007483235560357571,0.7149853706359863
0.010512042790651321,0.6553597450256348
0.012022839859127998,0.7145739793777466
0.012889442034065723,0.7347244620323181
0.013362608850002289,0.7347244620323181
